Event Rate: [0.44, 0.18, 0.11, 0.04, 0.05, 0.06, 0.07, 0.11, 0.13, 0.16, 0.44, 0.44]
Event Rate: [0.36, 0.15, 0.09, 0.03, 0.04, 0.05, 0.06, 0.09, 0.11, 0.13, 0.43, 0.44]
Event Rate: [0.46, 0.19, 0.11, 0.04, 0.05, 0.06, 0.07, 0.11, 0.14, 0.17, 0.47, 0.44]
Event Rate: [0.44, 0.18, 0.11, 0.04, 0.06, 0.07, 0.08, 0.11, 0.14, 0.16, 0.46, 0.44]
Event Rate: [0.47, 0.19, 0.11, 0.04, 0.05, 0.06, 0.07, 0.11, 0.14, 0.18, 0.47, 0.44]
Event Rate: [0.34, 0.13, 0.08, 0.03, 0.04, 0.05, 0.05, 0.08, 0.10, 0.12, 0.42, 0.43]
Event Rate: [0.39, 0.17, 0.11, 0.04, 0.05, 0.06, 0.07, 0.11, 0.14, 0.16, 0.44, 0.44]
Event Rate: [0.42, 0.17, 0.10, 0.04, 0.04, 0.05, 0.06, 0.09, 0.12, 0.14, 0.46, 0.44]
Event Rate: [0.40, 0.17, 0.11, 0.04, 0.05, 0.06, 0.07, 0.10, 0.12, 0.15, 0.43, 0.44]
Event Rate: [0.38, 0.15, 0.09, 0.04, 0.04, 0.05, 0.06, 0.09, 0.12, 0.14, 0.42, 0.44]
Event Rate: [0.40, 0.17, 0.11, 0.05, 0.06, 0.07, 0.08, 0.11, 0.14, 0.16, 0.44, 0.45]
Event Rate: [0.41, 0.16, 0.10, 0.04, 0.05, 0.06, 0.07, 0.10, 0.13, 0.16, 0.46, 0.45]
Event Rate: [0.29, 0.12, 0.08, 0.03, 0.04, 0.05, 0.05, 0.08, 0.10, 0.11, 0.37, 0.45]
Event Rate: [0.36, 0.14, 0.09, 0.03, 0.04, 0.05, 0.06, 0.09, 0.11, 0.13, 0.43, 0.45]
Event Rate: [0.35, 0.14, 0.09, 0.04, 0.04, 0.05, 0.06, 0.09, 0.11, 0.13, 0.41, 0.44]
